instance,algo,seed,phi,nv,dist,fuel,emis,IF,plow,pmed,phigh,lam,runtime,iters,error
RC106,ALNS,2,"(0.85, 1.0, 1.18)",12,1458.6787116180244,445.99734615812474,1159.5931000111243,0.3057543395991615,21.09180700273499,60.76909190496912,18.13910109229585,0.3486384903080763,30.31167221069336,130,
RC106,ALNS,3,"(0.85, 1.0, 1.18)",12,1493.4611254041781,462.0287173492006,1201.2746651079215,0.3093677562073542,14.547110074442184,64.35574457044491,21.097145355112882,0.3494813931330361,30.184510231018066,137,
RC106,ALNS,4,"(0.85, 1.0, 1.18)",12,1449.4434164712177,436.17068429631,1134.043779170406,0.30092287794041755,15.152339179267234,74.54148335697295,10.30617746375976,0.3431919607561677,30.220857620239258,143,
RC106,ALNS,5,"(0.85, 1.0, 1.18)",12,1410.3454475973354,423.26157847858224,1100.4801040443137,0.3001119897253901,21.542046631090642,64.57279390373895,13.885159465170398,0.335874272076074,30.249057054519653,149,
RC107,GLS,1,"(0.85, 1.0, 1.18)",11,1274.24435365451,386.3471703273074,1004.5026428509993,0.30319708242714255,30.339031208276936,57.76969545244832,11.891273339274761,0.37237042594642855,30.363647937774658,183,
RC107,GLS,2,"(0.85, 1.0, 1.18)",11,1339.052703825893,402.9417771716381,1047.6486206462591,0.30091554725244746,24.237080148407752,64.85982320466668,10.903096646925539,0.3613978124709174,30.486620903015137,175,
RC107,GLS,3,"(0.85, 1.0, 1.18)",11,1288.233769311777,386.7591928267869,1005.5739013496459,0.30022438631880316,27.30998972972803,63.91858487541051,8.771425394861492,0.36288216497891584,30.339024305343628,222,
RC107,GLS,4,"(0.85, 1.0, 1.18)",11,1357.2724108782527,418.32574003763733,1087.6469240978572,0.3082105969920589,18.35881023785921,65.7959144799332,15.845275282207659,0.3601144773038595,30.329501152038574,165,
RC107,GLS,5,"(0.85, 1.0, 1.18)",11,1311.9456604460038,393.53624285876106,1023.1942314327788,0.29996382832271884,24.26638509028533,66.35149467136803,9.382120238346658,0.3586586726067132,30.43258786201477,205,
RC107,IGLS,1,"(0.85, 1.0, 1.18)",11,1283.273432576206,394.95658023040005,1026.8871085990402,0.3077727397796384,19.492071379876393,64.7974610651389,15.710467554984659,0.364306810576205,30.260955572128296,234,
RC107,IGLS,2,"(0.85, 1.0, 1.18)",11,1335.702362775351,404.3632728044395,1051.3445092915426,0.3027345642814053,21.432309864727404,68.06856893830685,10.499121196965746,0.3603573420451053,30.303470611572266,211,
RC107,IGLS,3,"(0.85, 1.0, 1.18)",11,1314.7242626647471,404.63556930783267,1052.052480200365,0.30777219284574364,17.507491680960047,70.37044220674241,12.122066112297537,0.3680376883465419,30.385623455047607,284,
RC107,IGLS,4,"(0.85, 1.0, 1.18)",11,1310.624697335802,405.3638984436996,1053.946135953619,0.3092905995650097,21.66345444105217,61.73525893963859,16.601286619309256,0.3654902456439889,30.157166481018066,211,
RC107,IGLS,5,"(0.85, 1.0, 1.18)",11,1282.1557374184729,387.7694668170701,1008.2006137243824,0.30243554312506193,27.453457678950937,59.96291240408314,12.583629916965949,0.36305814951773874,30.41995120048523,279,
RC107,RGLS,1,"(0.85, 1.0, 1.18)",11,1314.635287596311,400.1116741387501,1040.2903527607502,0.30435184413033467,23.432433367890354,63.39087541190323,13.176691220206367,0.3641411894098877,30.590561389923096,180,
RC107,RGLS,2,"(0.85, 1.0, 1.18)",11,1376.4952928234143,415.17081298048737,1079.4441137492672,0.3016144080877349,19.806204674022393,65.22767582593205,14.966119500045517,0.3475792494708236,30.207793712615967,154,
RC107,RGLS,3,"(0.85, 1.0, 1.18)",11,1280.9087017820918,390.6728186515079,1015.7493284939205,0.30499661537779854,27.39047267276029,58.74925290298198,13.860274424257694,0.37042065910706046,30.250800132751465,192,
RC107,RGLS,4,"(0.85, 1.0, 1.18)",11,1383.3385536159856,429.27556540839134,1116.1164700618176,0.31031851478893874,21.702369182270875,62.974567184822966,15.323063632906186,0.37456592015241397,30.39715313911438,162,
