instance,algo,seed,phi,nv,dist,fuel,emis,IF,plow,pmed,phigh,lam,runtime,iters,error
C206,HGLS,1,"(1.0, 1.0, 1.0)",4,791.9139944775603,230.46528015863288,599.2097284124455,0.2910231183762258,76.56094989546426,6.614710693202252,16.8243394113335,0.3034103945874193,33.770641565322876,57,
C206,HGLS,2,"(0.93, 1.0, 1.09)",3,926.7616614832812,269.52492683846964,700.7648097800211,0.2908244244880558,31.926070476348418,43.987212887555216,24.086716636096348,0.3061095095546891,30.725501775741577,54,
C206,HGLS,1,"(0.75, 1.0, 1.3)",4,919.7716823685859,202.16935874982897,525.6403327495553,0.2198038520051027,92.32070318958301,7.6792968104169805,0.0,0.28624519780592234,32.74423551559448,41,
C206,HGLS,1,"(0.85, 1.0, 1.18)",3,897.4876825292655,285.7885458663269,743.05021925245,0.31843171937572284,24.748828036217308,43.250510721700415,32.00066124208227,0.3671053663239132,36.379202127456665,15,
C206,HGLS,2,"(0.85, 1.0, 1.18)",3,875.0608034349079,252.89082061959317,657.5161336109422,0.28899799834127143,29.04276418607672,52.75566152418756,18.20157428973571,0.3083698319376786,33.99885058403015,37,
C206,HGLS,2,"(0.75, 1.0, 1.3)",4,920.314045027484,201.9011418623736,524.9429688421714,0.21938287582728794,91.03037878872873,8.969621211271262,0.0,0.2835400766351227,32.301568031311035,40,
R104,GLS,1,"(1.0, 1.0, 1.0)",10,1022.9772962332584,296.4737612668043,770.8317792936912,0.28981460522971625,11.44943864650582,14.389100512958395,74.16146084053578,0.2993820174323872,30.821653842926025,155,
C206,HGLS,3,"(1.0, 1.0, 1.0)",4,930.0243749651387,272.58085489632293,708.7102227304397,0.2930900116532327,54.054675727591736,2.2166653566322987,43.728658915775945,0.3103000388441089,33.18281865119934,36,
C206,HGLS,3,"(0.93, 1.0, 1.09)",4,880.4134636395102,245.54291400527072,638.4115764137039,0.2788950012079887,50.89128415016973,39.251800005015745,9.856915844814498,0.28761741637190247,32.341387033462524,22,
C206,HGLS,3,"(0.75, 1.0, 1.3)",4,1004.5081853397576,239.88639612311954,623.7046299201108,0.23880979729595941,64.84366480368541,31.65571636625051,3.5006188300640706,0.2698782579660559,32.02875804901123,36,
C206,HGLS,2,"(1.0, 1.0, 1.0)",4,947.2158587571063,269.71435603506995,701.2573256911819,0.2847443415790957,35.20568421590908,3.134089834486849,61.660225949604055,0.2824811385969856,38.21885538101196,32,
R104,GLS,1,"(0.93, 1.0, 1.09)",10,1050.8546943447438,302.24809048887926,785.8450352710861,0.28762120216567605,25.577372321644685,62.62920191359221,11.793425764763084,0.3007743771331326,30.478922128677368,142,
C206,HGLS,3,"(0.85, 1.0, 1.18)",4,943.2514642956896,243.94445996830848,634.255595917602,0.25862081237314355,69.24254618666735,27.029497481794365,3.727956331538253,0.28655230297271833,34.74653601646423,25,
R104,GLS,1,"(0.85, 1.0, 1.18)",10,1160.3296069384853,342.0524867043919,889.336465431419,0.29478907084590644,18.08161135188527,63.41447776636229,18.50391088175241,0.31352702658559584,30.364962816238403,154,
R104,GLS,1,"(0.75, 1.0, 1.3)",10,1099.0633861304163,324.85712468327966,844.6285241765272,0.2955763323415195,25.677449316831925,59.69332313515338,14.629227548014658,0.3367352413613442,30.854430198669434,175,
R104,GLS,2,"(1.0, 1.0, 1.0)",10,1015.7380886371077,298.9839881537534,777.3583691997588,0.29435145880462427,6.937126155277236,18.126632023816562,74.93624182090619,0.3145048626820806,30.646095991134644,150,
R104,GLS,2,"(0.93, 1.0, 1.09)",9,1093.6676146325844,337.0856369497292,876.4226560692958,0.3082157983282448,2.866081636859706,59.606816122328496,37.52710224081173,0.3307081133052483,30.722333431243896,180,
R104,GLS,2,"(0.85, 1.0, 1.18)",10,1065.3782505120278,310.249929052326,806.6498155360476,0.29121105945537923,24.79346725903692,60.220633786556924,14.985898954406148,0.3161219900710134,30.409226655960083,147,
R104,GLS,2,"(0.75, 1.0, 1.3)",10,1046.794233772831,304.2399581647389,791.0238912283211,0.29063969627364533,17.778307400370558,75.35451239560061,6.867180204028843,0.33866585454336084,30.47925066947937,162,
R104,GLS,3,"(1.0, 1.0, 1.0)",10,1069.670408653377,311.36917364745557,809.5598514833845,0.29108889161423335,13.067106512543027,17.188559905187372,69.74433358226959,0.30362963871411147,30.34071183204651,112,
R104,GLS,3,"(0.85, 1.0, 1.18)",10,1086.1882983143184,317.2503892603878,824.8510120770084,0.29207678793146297,20.050493552339173,60.34262693678989,19.606879510870957,0.3056190508861,30.872654676437378,155,
R104,GLS,3,"(0.93, 1.0, 1.09)",10,1036.5035474009997,303.74586075519386,789.739237963504,0.29304854915048495,24.487059242006538,55.6665351373787,19.84640562061473,0.30873336866761597,30.953686952590942,155,
R104,GLS,3,"(0.75, 1.0, 1.3)",10,1143.2883305217856,331.4100016732826,861.6660043505348,0.2898743849874076,16.764076805426548,74.35725013643149,8.878673058141965,0.32437287413045296,30.587252616882324,133,
R104,HGLS,1,"(0.93, 1.0, 1.09)",10,1026.8765507200455,297.82623948200757,774.3482226532198,0.2900312011927548,20.67111572464744,61.688073002609,17.640811272743534,0.2989466030240033,30.575986623764038,140,
R104,HGLS,1,"(1.0, 1.0, 1.0)",9,1129.60496758675,341.17517474015045,887.0554543243912,0.3020305191017578,5.409872447787272,16.619322181436925,77.97080537077578,0.34010173033919283,30.77892565727234,150,
R104,HGLS,1,"(0.85, 1.0, 1.18)",9,1128.3008621375154,360.0109201448298,936.0283923765576,0.3190735133028306,0.8773807828044651,59.57537336752435,39.547245849671185,0.326647069439681,30.35531759262085,165,
R104,HGLS,1,"(0.75, 1.0, 1.3)",10,1098.4420001806036,310.8676253460683,808.2558258997775,0.28300777400623434,26.856401473143716,62.52490547411213,10.618693052744094,0.31116314859989136,30.33721947669983,159,
R104,HGLS,2,"(1.0, 1.0, 1.0)",9,1079.3889522831541,331.7591172197824,862.5737047714343,0.3073582664692242,3.1057316186512014,13.2769850425605,83.61728333878823,0.3578608882307471,30.331287622451782,135,
R104,HGLS,2,"(0.93, 1.0, 1.09)",10,1052.6737751845344,312.3256445667038,812.0466758734299,0.29669746879744663,11.973219293689821,59.267128392266336,28.7596523140438,0.3048706633308356,30.37821912765503,178,
R104,HGLS,2,"(0.85, 1.0, 1.18)",9,1087.451590492343,355.7304538106502,924.8991799076906,0.32712302498872015,4.635440923726841,60.71510886179933,34.649450214473795,0.3671487371447473,30.38554573059082,146,
R104,HGLS,2,"(0.75, 1.0, 1.3)",10,1088.848357684884,320.54308925501357,833.4120320630353,0.2943872642987259,17.971627576498275,72.74874756660284,9.279624856898817,0.3369778430685819,30.455049991607666,174,
R104,HGLS,3,"(1.0, 1.0, 1.0)",10,1060.8597553800753,309.24962741897764,804.0490312893419,0.29150849191011347,13.94554232393549,17.830195739851494,68.224261936213,0.3050283063670449,30.787564039230347,132,
R104,HGLS,3,"(0.93, 1.0, 1.09)",10,1085.3645343833302,319.4506842589293,830.5717790732162,0.29432570729836044,22.099782767937498,57.816016457135916,20.08420077492655,0.31170705792759174,30.64902377128601,165,
R104,HGLS,3,"(0.85, 1.0, 1.18)",10,1065.9932312342307,314.5105363125826,817.7273944127147,0.2950398999705048,23.534957228308855,63.081201907974084,13.383840863717063,0.3286500577144194,30.386103630065918,157,
R110,GLS,1,"(1.0, 1.0, 1.0)",11,1178.0967753134842,336.8495970281881,875.808952273289,0.2859269323936096,19.376121382171643,9.794022573361023,70.82985604446728,0.2864231079786984,30.39863657951355,172,
R104,HGLS,3,"(0.75, 1.0, 1.3)",10,1108.1063876987698,325.38357161469315,845.9972861982022,0.29363928881451967,18.6494883772396,64.51579980242812,16.83471182033224,0.32153095573617074,30.455161809921265,149,
R110,GLS,1,"(0.93, 1.0, 1.09)",11,1119.671313760668,326.89482470702603,849.9265442382678,0.29195605950560277,13.275963204603512,55.06131050515259,31.66272629024389,0.2884536621542354,30.42064380645752,162,
R110,GLS,1,"(0.85, 1.0, 1.18)",11,1126.0590705220322,323.4093820362241,840.8643932941826,0.28720463295615034,24.214119470177494,57.76861712553325,18.01726340428923,0.29552546597326207,30.391169548034668,165,
R110,GLS,1,"(0.75, 1.0, 1.3)",11,1159.4401584754585,312.43112110680937,812.3209148777044,0.2694672241796621,26.509872396589255,71.57199207537958,1.9181355280311003,0.3006278336680628,30.35076928138733,178,
R110,GLS,2,"(1.0, 1.0, 1.0)",11,1262.6781499034587,356.18887917734673,926.0910858611015,0.2820899998978996,14.311045403895207,11.81852334399063,73.87043125211409,0.27363333299299863,30.32364273071289,212,
R110,GLS,2,"(0.93, 1.0, 1.09)",11,1189.5182172556065,332.98713802234374,865.7665588580937,0.27993445849916787,10.031910984202538,72.45432430972598,17.513764706071456,0.25679997534289933,30.45467782020569,155,
R110,GLS,2,"(0.85, 1.0, 1.18)",11,1179.2798116546628,342.46709513932274,890.4144473622391,0.2904035935786967,21.02399017067377,50.76286335103875,28.213146478287438,0.28512181632040656,30.407976865768433,167,
